person_in_placeContext	entity ID	placeName as written	_ - id	_ - uri
birthPlace	000132844	Osmulsk	TBA	
birthPlace	000132911	Kremenchuk (Ukraine)	23862	http://geo-kima.org/place/23862
birthPlace	000132919	Nablus (West Bank)	310	http://geo-kima.org/place/310
birthPlace	000132964	Trakai (Lithuania)	12751	http://geo-kima.org/place/12751
birthPlace	000132984	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	000132986	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	000132998	Minsk (Belarus)	248	http://geo-kima.org/place/248
birthPlace	000133077	Działoszyce (Poland)	18456	http://geo-kima.org/place/18456
birthPlace	000133116	Dresden (Germany)	627	http://geo-kima.org/place/627
birthPlace	000133178	Orel (Orlovskai︠a︡ oblastʹ, Russia)	9275	http://geo-kima.org/place/9275
birthPlace	000133229	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	000133231	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	000133257	England	12708	http://geo-kima.org/place/12708
birthPlace	000133275	Bielsko-Biała (Poland)	527	http://geo-kima.org/place/527
birthPlace	000133306	Norinsk	TBA	
birthPlace	000133309	Poland	7313	http://geo-kima.org/place/7313
birthPlace	000133333	Łódź (Poland)	179	http://geo-kima.org/place/179
birthPlace	000133340	Baghdad (Iraq)	662	http://geo-kima.org/place/662
birthPlace	000133341	Florida, Mo.	TBA	
birthPlace	000133358	Hornostaipol	TBA	
birthPlace	000133478	Claussnitz, Germany	TBA	
birthPlace	000133637	Skvyra (Ukraine)	18655	http://geo-kima.org/place/18655
birthPlace	000133644	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	000133645	Garlice	TBA	
birthPlace	000133689	Zurich (Switzerland)	434	http://geo-kima.org/place/434
birthPlace	000133734	Bilbao (Spain)	6401	http://geo-kima.org/place/6401
birthPlace	000136155	Würzburg (Germany)	9880	http://geo-kima.org/place/9880
birthPlace	000136156	Würzburg (Germany)	9880	http://geo-kima.org/place/9880
birthPlace	000136157	Mannheim (Germany)	8664	http://geo-kima.org/place/8664
birthPlace	000136166	Brest	TBA	
birthPlace	000136222	Włocławek (Poland)	15730	http://geo-kima.org/place/15730
birthPlace	000136254	Italy	6258	http://geo-kima.org/place/6258
birthPlace	000136266	Baltimore (Md.)	515	http://geo-kima.org/place/515
birthPlace	000136271	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	000136307	Germany	TBA	
birthPlace	000136308	Stowbtsy (Belarus)	TBA	
birthPlace	000136342	Dubroŭa (Belarus)	TBA	
birthPlace	000136367	Japan	6410	http://geo-kima.org/place/6410
birthPlace	000136369	Japan	6410	http://geo-kima.org/place/6410
birthPlace	000136381	Roztoky u Prahy (Czech Republic)	TBA	
birthPlace	000136414	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000136446	Brumov (Czech Republic)	TBA	
birthPlace	000136478	Acy-en-Multien	TBA	
birthPlace	000136503	Budapest (Hungary)	513	http://geo-kima.org/place/513
birthPlace	000136649	Medellín (Colombia)	7292	http://geo-kima.org/place/7292
birthPlace	000136651	Lʹviv (Ukraine)	166	http://geo-kima.org/place/166
birthPlace	000136691	Hérault (France)	TBA	
birthPlace	000136692	Szent Gyorgy	TBA	
birthPlace	000136727	Antwerp (Belgium)	643	http://geo-kima.org/place/643
birthPlace	000136778	Gorinchem (Netherlands)	7701	http://geo-kima.org/place/7701
birthPlace	000136931	Lyon (France)	10071	http://geo-kima.org/place/10071
birthPlace	000136935	DENHAM	TBA	
birthPlace	000136961	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	000136992	Arequipa (Peru)	9413	http://geo-kima.org/place/9413
birthPlace	000137054	Hamburg	15596	http://geo-kima.org/place/15596
birthPlace	000137141	Aix-en-Provence (France)	7192	http://geo-kima.org/place/7192
birthPlace	000137207	Madrid (Spain)	646	http://geo-kima.org/place/646
birthPlace	000137257	Netherlands	6086	http://geo-kima.org/place/6086
birthPlace	000137271	Vitsebskai︠a︡ voblastsʹ (Belarus)	8459	http://geo-kima.org/place/8459
birthPlace	000137354	İzmir (Turkey)	707	http://geo-kima.org/place/707
birthPlace	000137440	Le Roncole	TBA	
birthPlace	000137442	United States	6421	http://geo-kima.org/place/6421
birthPlace	000137579	Łódź (Poland)	179	http://geo-kima.org/place/179
birthPlace	000137643	Makó (Hungary)	9581	http://geo-kima.org/place/9581
birthPlace	000137658	Nantes (France)	6964	http://geo-kima.org/place/6964
birthPlace	000137845	Avila (Spain)	8702	http://geo-kima.org/place/8702
birthPlace	000137847	London (England)	688	http://geo-kima.org/place/688
birthPlace	000137878	Paris (France)	419	http://geo-kima.org/place/419
birthPlace	000137968	Nantes (France)	6964	http://geo-kima.org/place/6964
birthPlace	000138000	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	000138069	Saint Brieuc	TBA	
birthPlace	000138082	Chișinău (Moldova)	399	http://geo-kima.org/place/399
birthPlace	000138132	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	000138150	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000138175	Andes	1887	http://geo-kima.org/place/1887
birthPlace	000138239	Safed?	TBA	
birthPlace	000138275	Syracuse (Italy)	9393	http://geo-kima.org/place/9393
birthPlace	000138354	Sataniv (Ukraine)	23839	http://geo-kima.org/place/23839
birthPlace	000138468	Jaffa (Tel Aviv-Yafo, Israel)	629	http://geo-kima.org/place/629
birthPlace	000138499	Soviet Union	9562	http://geo-kima.org/place/9562
birthPlace	000138573	Paris (France)	419	http://geo-kima.org/place/419
birthPlace	000138711	Cork (Ireland)	6314	http://geo-kima.org/place/6314
birthPlace	000138932	Tovste (Ternopilʹsʹka oblastʹ, Ukraine)	19256	http://geo-kima.org/place/19256
birthPlace	000138941	Austria	7645	http://geo-kima.org/place/7645
birthPlace	000138992	Nuremberg (Germany)	10	http://geo-kima.org/place/10
birthPlace	000138993	Plovdiv (Bulgaria)	412	http://geo-kima.org/place/412
birthPlace	000139048	Dresden (Germany)	627	http://geo-kima.org/place/627
birthPlace	000139128	Byenyakoni	TBA	
birthPlace	000139243	Jonava (Lithuania)	17163	http://geo-kima.org/place/17163
birthPlace	000139277	Eatonton (Ga.)	TBA	
birthPlace	000139297	Pennsylvania	6280	http://geo-kima.org/place/6280
birthPlace	000139308	London (England)	688	http://geo-kima.org/place/688
birthPlace	000139360	Indiana	6346	http://geo-kima.org/place/6346
birthPlace	000139391	Lidingö (Sweden)	14758	http://geo-kima.org/place/14758
birthPlace	000139432	Rhode Island	6311	http://geo-kima.org/place/6311
birthPlace	000139443	Westminster (London, England)	9759	http://geo-kima.org/place/9759
birthPlace	000139452	Wasserburg am Bodensee	TBA	
birthPlace	000139461	Leeds (England)	131	http://geo-kima.org/place/131
birthPlace	000139726	Vaŭkavysk (Belarus)	941	http://geo-kima.org/place/941
birthPlace	000139727	Pittsburgh (Pa.)	7508	http://geo-kima.org/place/7508
birthPlace	000139765	Bangor (Wales)	6253	http://geo-kima.org/place/6253
birthPlace	000139777	Kentucky	6483	http://geo-kima.org/place/6483
birthPlace	000139791	Strasbourg (France)	1742	http://geo-kima.org/place/1742
birthPlace	000139796	Odesa (Ukraine)	740	http://geo-kima.org/place/740
birthPlace	000139804	Sochaczew (Poland)	18416	http://geo-kima.org/place/18416
birthPlace	000139869	Biržai (Lithuania)	15311	http://geo-kima.org/place/15311
birthPlace	000139886	Poland	7313	http://geo-kima.org/place/7313
birthPlace	000139887	Fürth (Germany)	167	http://geo-kima.org/place/167
birthPlace	000139894	Skok ,Schocken	TBA	
birthPlace	000140021	Colchester (England)	8488	http://geo-kima.org/place/8488
birthPlace	000140025	Slutsk (Belarus)	104	http://geo-kima.org/place/104
birthPlace	000140037	Melbourne (Vic.)	632	http://geo-kima.org/place/632
birthPlace	000140241	Prague (Czech Republic)	638	http://geo-kima.org/place/638
birthPlace	000140280	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	000140317	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	000140325	Weil der Stadt (Germany)	TBA	
birthPlace	000140330	Monfalcone (Italy)	TBA	
birthPlace	000140336	Nitra (Slovakia)	31	http://geo-kima.org/place/31
birthPlace	000140359	Dessau (Halle, Germany)	8853	http://geo-kima.org/place/8853
birthPlace	000140369	Chicago (Ill.)	282	http://geo-kima.org/place/282
birthPlace	000140380	Hamburg	15596	http://geo-kima.org/place/15596
birthPlace	000140399	Odesa (Ukraine)	740	http://geo-kima.org/place/740
birthPlace	000140401	Dortmund (Germany)	8422	http://geo-kima.org/place/8422
birthPlace	000140476	Nowy Sącz (Poland)	435	http://geo-kima.org/place/435
birthPlace	000140508	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	000140523	Kuldīga (Latvia)	14895	http://geo-kima.org/place/14895
birthPlace	000140525	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	000140537	Rzeszów (Poland)	451	http://geo-kima.org/place/451
birthPlace	000140542	Łosice (Poland)	17758	http://geo-kima.org/place/17758
birthPlace	000140545	Canada	6476	http://geo-kima.org/place/6476
birthPlace	000140570	Wisconsin	6276	http://geo-kima.org/place/6276
birthPlace	000140572	Brody (Ukraine)	677	http://geo-kima.org/place/677
birthPlace	000140635	Kikół (Poland)	26063	http://geo-kima.org/place/26063
birthPlace	000140653	Pidhaitsi (Ukraine)	13064	http://geo-kima.org/place/13064
birthPlace	000140696	Mezirici Velke	TBA	
birthPlace	000140705	Budapest (Hungary)	513	http://geo-kima.org/place/513
birthPlace	000140723	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	000140731	Boryslav (Ukraine)	356	http://geo-kima.org/place/356
birthPlace	000140732	Avihayil (Israel)	729	http://geo-kima.org/place/729
birthPlace	000140766	Skalat (Ukraine)	19596	http://geo-kima.org/place/19596
birthPlace	000140782	Novaia Ushitsa	TBA	
birthPlace	000140841	Magdeburg (Germany)	11627	http://geo-kima.org/place/11627
birthPlace	000140846	Mikhailovka, Boremlia	TBA	
birthPlace	000140864	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	000140867	Motalʹ (Belarus)	12594	http://geo-kima.org/place/12594
birthPlace	000140915	Hameln (Germany)	11498	http://geo-kima.org/place/11498
birthPlace	000140965	Prague (Czech Republic)	638	http://geo-kima.org/place/638
birthPlace	000140967	Prague (Czech Republic)	638	http://geo-kima.org/place/638
birthPlace	000140975	Bissendorf (Osnabrück, Germany)	TBA	
birthPlace	000140988	Nuremberg (Germany)	10	http://geo-kima.org/place/10
birthPlace	000141047	Frankfurt am Main (Germany)	422	http://geo-kima.org/place/422
birthPlace	000141063	Prague (Czech Republic)	638	http://geo-kima.org/place/638
birthPlace	000141084	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	000141099	Kharkiv (Ukraine)	8380	http://geo-kima.org/place/8380
birthPlace	000141112	Munich (Germany)	234	http://geo-kima.org/place/234
birthPlace	000141135	Buhl	TBA	
birthPlace	000141147	Poland	7313	http://geo-kima.org/place/7313
birthPlace	000141159	Stepney (London, England)	TBA	
birthPlace	000141182	Hamburg	15596	http://geo-kima.org/place/15596
birthPlace	000141350	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	000141454	London (England)	688	http://geo-kima.org/place/688
birthPlace	000141475	Ramsgate (England)	655	http://geo-kima.org/place/655
birthPlace	000141480	Northampton	TBA	
birthPlace	000141512	Long Island (N.Y.)	2509	http://geo-kima.org/place/2509
birthPlace	000141676	Glogow, Glogau	TBA	
birthPlace	000141679	Krakow (Poland)	489	http://geo-kima.org/place/489
birthPlace	000141682	Columbia	TBA	
birthPlace	000141684	Barysaŭ (Belarus)	670	http://geo-kima.org/place/670
birthPlace	000141688	Lublin (Poland)	174	http://geo-kima.org/place/174
birthPlace	000141718	Sighet (Romania)	99	http://geo-kima.org/place/99
birthPlace	000141723	Rozwadów (Poland)	18120	http://geo-kima.org/place/18120
birthPlace	000141767	Budapest (Hungary)	513	http://geo-kima.org/place/513
birthPlace	000141841	Wisconsin	6276	http://geo-kima.org/place/6276
birthPlace	000141854	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	000141862	Israel	697	http://geo-kima.org/place/697
birthPlace	000141863	Stavishche	TBA	
birthPlace	000141949	Brussels (Belgium)	575	http://geo-kima.org/place/575
birthPlace	000141950	Leeuwarden (Netherlands)	129	http://geo-kima.org/place/129
birthPlace	000141988	Hague (Netherlands)	978	http://geo-kima.org/place/978
birthPlace	000141994	Hague (Netherlands)	978	http://geo-kima.org/place/978
birthPlace	000142187	Red Bank	TBA	
birthPlace	000142206	Paisley	TBA	
birthPlace	000142247	Staunton (Va.)	6341	http://geo-kima.org/place/6341
birthPlace	000142292	Richmond (London, England)	TBA	
birthPlace	000142326	Gura Humorului (Romania)	18861	http://geo-kima.org/place/18861
birthPlace	000142465	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	000142482	Rovno	TBA	
birthPlace	000142493	Steingrub	TBA	
birthPlace	000142548	Lenger, Kazakhstan	TBA	
birthPlace	000142582	Enkhuizen (Netherlands)	13557	http://geo-kima.org/place/13557
birthPlace	000142605	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	000142852	Frankfurt am Main (Germany)	422	http://geo-kima.org/place/422
birthPlace	000142873	Asheville (N.C.)	7895	http://geo-kima.org/place/7895
birthPlace	000142887	Darmstadt (Germany)	7265	http://geo-kima.org/place/7265
birthPlace	000142964	Hamburg (Germany)	994	http://geo-kima.org/place/994
birthPlace	000142975	Ostryna (Belarus)	20015	http://geo-kima.org/place/20015
birthPlace	000143030	London (England)	688	http://geo-kima.org/place/688
birthPlace	000143032	Jerusalem	691	
birthPlace	000143052	Kėdainiai (Lithuania)	381	http://geo-kima.org/place/381
birthPlace	000143064	Germany	TBA	
birthPlace	000143232	London (England)	688	http://geo-kima.org/place/688
birthPlace	000143241	London (England)	688	http://geo-kima.org/place/688
birthPlace	000143255	Cockermouth (England)	TBA	
birthPlace	000143430	Frankfurt am Main (Germany)	422	http://geo-kima.org/place/422
birthPlace	000143464	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	000143535	Roxie (Miss.)	TBA	
birthPlace	000143535	Natchez (Miss.)	7732	http://geo-kima.org/place/7732
birthPlace	000143597	Chemnitz (Germany)	470	http://geo-kima.org/place/470
birthPlace	000143615	Jelgava (Latvia)	15522	http://geo-kima.org/place/15522
birthPlace	000143631	Bucharest (Romania)	656	http://geo-kima.org/place/656
birthPlace	000143703	Krakow (Poland)	489	http://geo-kima.org/place/489
birthPlace	000143735	Winterthur (Switzerland)	6995	http://geo-kima.org/place/6995
birthPlace	000143767	Omaha (Neb.)	7690	http://geo-kima.org/place/7690
birthPlace	000143775	Athens (Greece)	505	http://geo-kima.org/place/505
birthPlace	000143787	Hunan Sheng (China)	7984	http://geo-kima.org/place/7984
birthPlace	000143816	Kefar Vitkin (Israel)	825	http://geo-kima.org/place/825
birthPlace	000143826	Germany	TBA	
birthPlace	000143831	Janów Lubelski (Poland)	769	http://geo-kima.org/place/769
birthPlace	000143834	Tarnobrzeg (Poland)	17845	http://geo-kima.org/place/17845
birthPlace	000143837	Kanczuga (Poland)	20899	http://geo-kima.org/place/20899
birthPlace	000143887	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000143897	Ianauti	TBA	
birthPlace	000143943	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000143963	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000143964	Amsterdam (Netherlands)	550	http://geo-kima.org/place/550
birthPlace	000143976	Potoki (Slovenia)	TBA	
birthPlace	000144045	Germany	TBA	
birthPlace	000144136	Slovechne (Ukraine)	TBA	
birthPlace	000144142	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000144219	Rehovot (Israel)	562	http://geo-kima.org/place/562
birthPlace	000144226	Chernivt︠s︡i (Ukraine)	6918	http://geo-kima.org/place/6918
birthPlace	000144226	Cernăuţi (Romania)	TBA	
birthPlace	000144290	Verzhbolovo ,Virbalis	TBA	
birthPlace	000144292	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000144296	Poznań (Poland)	84	http://geo-kima.org/place/84
birthPlace	000144302	Toledo (Spain)	6263	http://geo-kima.org/place/6263
birthPlace	000144304	Speyer (Germany)	8132	http://geo-kima.org/place/8132
birthPlace	000144305	Burgos (Spain)	8173	http://geo-kima.org/place/8173
birthPlace	000144322	Odesa (Ukraine)	740	http://geo-kima.org/place/740
birthPlace	000144332	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000144333	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000144367	Jaffa (Tel Aviv-Yafo, Israel)	629	http://geo-kima.org/place/629
birthPlace	000144370	Mykolaïv (Mykolaïvsʹka oblastʹ, Ukraine)	10962	http://geo-kima.org/place/10962
birthPlace	000144376	Sada (Spain)	TBA	
birthPlace	000144516	Nesukhoizhe	TBA	
birthPlace	000144532	Changhŭng-gun (Korea)	TBA	
birthPlace	000144544	Seoul (Korea)	7959	http://geo-kima.org/place/7959
birthPlace	000144563	Fulda (Germany)	85	http://geo-kima.org/place/85
birthPlace	000144564	Tsefat (Israel)	377	http://geo-kima.org/place/377
birthPlace	000144585	Opatów (Tarnobrzeg, Poland)	552	http://geo-kima.org/place/552
birthPlace	000144603	Kalat El Hammad	TBA	
birthPlace	000144663	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	000144700	Baghdad (Iraq)	662	http://geo-kima.org/place/662
birthPlace	000144707	Avignon (France)	8270	http://geo-kima.org/place/8270
birthPlace	000144724	Bitola (Macedonia)	6931	http://geo-kima.org/place/6931
birthPlace	000144737	Tokyo (Japan)	7684	http://geo-kima.org/place/7684
birthPlace	000144880	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000144953	Barcelona (Spain)	582	http://geo-kima.org/place/582
birthPlace	000144955	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000144968	Białystok (Poland)	523	http://geo-kima.org/place/523
birthPlace	000144984	Berlin (Germany)	578	http://geo-kima.org/place/578
birthPlace	000145013	Amsterdam (Netherlands)	550	http://geo-kima.org/place/550
birthPlace	000145020	Germany	TBA	
birthPlace	000145119	Poland	7313	http://geo-kima.org/place/7313
birthPlace	000145197	Molchad	TBA	
birthPlace	000145210	Białystok (Poland)	523	http://geo-kima.org/place/523
birthPlace	000145217	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	000145285	London (England)	688	http://geo-kima.org/place/688
birthPlace	000145344	Pinsk (Belarus)	409	http://geo-kima.org/place/409
birthPlace	000145345	Ukraine	9105	http://geo-kima.org/place/9105
birthPlace	000145444	Sokołów Podlaski (Poland)	17745	http://geo-kima.org/place/17745
birthPlace	000145477	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	000145506	Uvarovichi	TBA	
birthPlace	000145508	Korma	TBA	
birthPlace	000145512	Chashniki (Belarus)	19319	http://geo-kima.org/place/19319
birthPlace	000145534	Chile	7919	http://geo-kima.org/place/7919
birthPlace	000145551	Haifa (Israel)	791	http://geo-kima.org/place/791
birthPlace	000145582	Płońsk (Poland)	648	http://geo-kima.org/place/648
birthPlace	000145626	Melbourne (Vic.)	632	http://geo-kima.org/place/632
birthPlace	000145659	Trakai (Lithuania)	12751	http://geo-kima.org/place/12751
birthPlace	000145661	Catalonia (Spain)	7232	http://geo-kima.org/place/7232
birthPlace	000145708	Rome (Italy)	440	http://geo-kima.org/place/440
birthPlace	000145712	Kasimirow	TBA	
birthPlace	000145714	Tel Aviv-Yafo (Israel)	272	http://geo-kima.org/place/272
birthPlace	000145744	Mariupolʹ (Ukraine)	17998	http://geo-kima.org/place/17998
birthPlace	000145750	Ushachy (Belarus)	22452	http://geo-kima.org/place/22452
birthPlace	000145778	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000145779	Łomazy (Poland)	18363	http://geo-kima.org/place/18363
birthPlace	000145917	Sosnowiec (Wojewodztwo Slaskie, Poland)	18249	http://geo-kima.org/place/18249
birthPlace	000145918	Seree	TBA	
birthPlace	000145930	Israel	697	http://geo-kima.org/place/697
birthPlace	000145959	Kiev (Ukraine)	958	http://geo-kima.org/place/958
birthPlace	000146011	Lyss	TBA	
birthPlace	000146038	Rzeszów (Poland)	451	http://geo-kima.org/place/451
birthPlace	000146053	Algiers (Algeria)	7621	http://geo-kima.org/place/7621
birthPlace	000146053	Paris (France)	419	http://geo-kima.org/place/419
birthPlace	000146053	Israel	697	http://geo-kima.org/place/697
birthPlace	000146069	New York (N.Y.)	32	http://geo-kima.org/place/32
birthPlace	000146076	Elizavetgrad	TBA	
birthPlace	000146201	Balassagyarmat (Hungary)	11755	http://geo-kima.org/place/11755
birthPlace	000146219	Buffalo (N.Y.)	361	http://geo-kima.org/place/361
birthPlace	000146222	Piatra Neamt (Romania)	9128	http://geo-kima.org/place/9128
birthPlace	000146267	Borchersdorf	TBA	
birthPlace	000146320	Rozdil (Ukraine)	27067	http://geo-kima.org/place/27067
birthPlace	000146324	Bobrka (Ukraine)	22239	http://geo-kima.org/place/22239
birthPlace	000146330	Paris (France)	419	http://geo-kima.org/place/419
birthPlace	000146337	Brody (Ukraine)	677	http://geo-kima.org/place/677
birthPlace	000146357	Landshul, Lower Silesia, Germany	TBA	
birthPlace	000146376	Raciaz	TBA	
birthPlace	000146408	Magdeburg (Germany)	11627	http://geo-kima.org/place/11627
birthPlace	000146465	Kurenet︠s︡ (Belarus)	16759	http://geo-kima.org/place/16759
birthPlace	000146471	Spring Lake (N.J.)	TBA	
birthPlace	000146473	Jerusalem (Israel)	691	http://geo-kima.org/place/691
birthPlace	000146476	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	000146513	Limanowa (Poland)	15364	http://geo-kima.org/place/15364
birthPlace	000146532	Detmold (Germany)	9878	http://geo-kima.org/place/9878
birthPlace	000146576	Kharkiv (Ukraine)	8380	http://geo-kima.org/place/8380
birthPlace	000146578	Tel Aviv (Israel)	272	
birthPlace	000146583	Odesa (Ukraine)	740	http://geo-kima.org/place/740
birthPlace	000146610	Gross-Glogau	TBA	
birthPlace	000146615	Prostějov (Czech Republic)	417	http://geo-kima.org/place/417
birthPlace	000146617	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	000146684	Gabin	TBA	
birthPlace	000146705	Borowica	TBA	
birthPlace	000147701	Warsaw (Poland)	953	http://geo-kima.org/place/953
birthPlace	000147801	Serniki Pervyye	TBA	
birthPlace	000147912	Tomsk (Russia)	9937	http://geo-kima.org/place/9937
birthPlace	000147961	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000148088	Zhytomyr (Ukraine)	957	http://geo-kima.org/place/957
birthPlace	000148139	Dubroŭa (Belarus)	TBA	
birthPlace	000148434	Leningrad (R.S.F.S.R.)	6435	http://geo-kima.org/place/6435
birthPlace	000148444	Iakovlevo	TBA	
birthPlace	000148646	Wilkes-Barre (Pa.)	7935	http://geo-kima.org/place/7935
birthPlace	000149174	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000149225	Saint Petersburg (Russia)	678	http://geo-kima.org/place/678
birthPlace	000149301	Orsha (Belarus)	16553	http://geo-kima.org/place/16553
birthPlace	000149482	Vilnius (Lithuania)	943	http://geo-kima.org/place/943
birthPlace	000149658	Lʹgov (Russia)	TBA	
birthPlace	000149779	Leningrad (R.S.F.S.R.)	6435	http://geo-kima.org/place/6435
birthPlace	000149992	Székesfehérvár (Hungary)	8265	http://geo-kima.org/place/8265
birthPlace	000150347	Kletsk (Belarus)	16638	http://geo-kima.org/place/16638
birthPlace	000150684	Chornobyl	TBA	
birthPlace	000150959	Novgorod (Russia)	TBA	
birthPlace	000151018	Navahrudak (Belarus)	41	http://geo-kima.org/place/41
birthPlace	000151203	Málaga (Spain)	7450	http://geo-kima.org/place/7450
birthPlace	000151347	Tʻbilisi (Georgia)	806	http://geo-kima.org/place/806
birthPlace	000151573	Kiev (Ukraine)	958	http://geo-kima.org/place/958
birthPlace	000151578	Jerusalem	691	
birthPlace	000151668	Skomorochy	TBA	
birthPlace	000151821	Kaunas (Lithuania)	382	http://geo-kima.org/place/382
birthPlace	000151912	Новосибирск (Россия)	TBA	
birthPlace	000151967	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000152071	Užpaliai (Lithuania)	27109	http://geo-kima.org/place/27109
birthPlace	000152156	Dzi︠a︡tlava (Belarus)	19469	http://geo-kima.org/place/19469
birthPlace	000152384	Daugavpils (Latvia)	898	http://geo-kima.org/place/898
birthPlace	000152712	Owossa	TBA	
birthPlace	000152877	Zambrów (Poland)	14978	http://geo-kima.org/place/14978
birthPlace	000152975	Perm	TBA	
birthPlace	000153031	Saint Petersburg (Russia)	678	http://geo-kima.org/place/678
birthPlace	000153147	Yerevan (Armenia)	8666	http://geo-kima.org/place/8666
birthPlace	000153150	Jerusalem?	TBA	
birthPlace	000153349	Berdychiv (Ukraine)	571	http://geo-kima.org/place/571
birthPlace	000153350	Žagarė (Lithuania)	20915	http://geo-kima.org/place/20915
birthPlace	000153487	Slutsk (Belarus)	104	http://geo-kima.org/place/104
birthPlace	000153870	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000154429	Tʻbilisi (Georgia)	806	http://geo-kima.org/place/806
birthPlace	000154563	Usmanka	TBA	
birthPlace	000154649	Barguzin (Russia)	19292	http://geo-kima.org/place/19292
birthPlace	000154673	Kiev (Ukraine)	958	http://geo-kima.org/place/958
birthPlace	000154767	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000154802	Kamensk-Shakhtinskiĭ (Russia)	TBA	
birthPlace	000154850	Leningrad (R.S.F.S.R.)	6435	http://geo-kima.org/place/6435
birthPlace	000154966	Kapuli	TBA	
birthPlace	000155029	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000155049	Stavropol	TBA	
birthPlace	000155723	Ustʹe (Ustʹ-Kubinskiĭ raĭon, Russia)	TBA	
birthPlace	000156209	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000156368	Russia	TBA	
birthPlace	000156417	Moscow (Russia)	188	http://geo-kima.org/place/188
birthPlace	000156418	Snovsk (Ukraine)	26086	http://geo-kima.org/place/26086
birthPlace	000156528	Pruz︠h︡any (Belarus)	12553	http://geo-kima.org/place/12553
birthPlace	000156675	Sevastopolʹ (Ukraine)	652	http://geo-kima.org/place/652
birthPlace	000157892	Kelme (Lithuania)	6915	http://geo-kima.org/place/6915
birthPlace	000158419	Ukraine	9105	http://geo-kima.org/place/9105
birthPlace	000160141	Лудза (Латвия)	TBA	
birthPlace	000160149	Vienna (Austria)	945	http://geo-kima.org/place/945
birthPlace	000160156	Simpropol	TBA	
birthPlace	000160382	London (England)	688	http://geo-kima.org/place/688
birthPlace	000161889	Nazareth (Israel)	18	http://geo-kima.org/place/18
birthPlace	000161903	Sūhāj (Egypt)	19570	http://geo-kima.org/place/19570
birthPlace	000162392	Tikrīt (Iraq)	20518	http://geo-kima.org/place/20518
birthPlace	000163055	İzmir (Turkey)	707	http://geo-kima.org/place/707
birthPlace	000163095	Tel Aviv (Israel)	272	
birthPlace	000163099	Lagishyn	TBA	
birthPlace	000163100	Kovel	TBA	
birthPlace	000163101	Skalat (Ukraine)	19596	http://geo-kima.org/place/19596
birthPlace	000163110	Nechaevka	TBA	
birthPlace	000163151	Tafilalt (Morocco)	18028	http://geo-kima.org/place/18028
birthPlace	000163161	Pliska (Bulgaria)	9018	http://geo-kima.org/place/9018
birthPlace	000163174	Ruzhany (Belarus)	20849	http://geo-kima.org/place/20849
